customer_id,customer_name,city_id
273,Kiara Sharma,BOM
274,Kiara Shukla,BOM
275,Mira Mehta,BOM
276,Mira Mishra,BOM
277,Mira Reddy,BOM
278,Rudra Singh,BOM
279,Saanvi Rao,BOM
280,Saanvi Sharma,BOM
281,Shaurya Chopra,BOM
282,Shaurya Singh,BOM
283,Vihaan Patel,BOM
284,Vihaan Shukla,BOM
285,Vivaan Gupta,BOM
286,Vivaan Patel,BOM
287,Vivaan Verma,BOM
288,Krishna Kapoor,BOM
289,Mira Agarwal,BOM
290,Mira Desai,BOM
291,Mira Joshi,BOM
292,Mira Mehta,BOM
293,Mira Reddy,BOM
294,Isha Nair,BOM
295,Madhav Sinha,BOM
296,Aashish Patil,BOM
297,Gauri Sharma,BOM
298,Ishita Pandey,HYD
299,Kiara Mishra,HYD
300,Kiara Verma,HYD
301,Navya Pandey,HYD
302,Navya Verma,HYD
303,Riya Joshi,HYD
304,Riya Reddy,HYD
305,Rudra Kumar,HYD
306,Rudra Verma,HYD
307,Saanvi Desai,HYD
308,Shaurya Kapoor,HYD
309,Shaurya Patel,HYD
310,Vihaan Agarwal,HYD
311,Vihaan Kapoor,HYD
312,Vihaan Mehta,HYD
313,Kiara Singh,HYD
314,Mira Chopra,HYD
315,Navya Kumar,HYD
316,Navya Pandey,HYD
317,Shruti Chatterjee,HYD
318,Aarohi Sen,HYD
319,Kiara Kapoor,AMD
320,Kiara Patel,AMD
321,Kiara Reddy,AMD
322,Krishna Desai,AMD
323,Krishna Kapoor,AMD
324,Mira Shukla,AMD
325,Navya Sinha,AMD
326,Riya Gupta,AMD
327,Riya Nair,AMD
328,Riya Sharma,AMD
329,Riya Sinha,AMD
330,Saanvi Patel,AMD
331,Saanvi Verma,AMD
332,Shaurya Joshi,AMD
333,Shaurya Mishra,AMD
334,Vihaan Nair,AMD
335,Krishna Joshi,AMD
336,Mira Kapoor,AMD
337,Mira Pandey,AMD
338,Navya Agarwal,AMD
339,Navya Gupta,AMD
340,Advait Mehta,AMD
341,Vidya Mishra,AMD
342,Ishita Nair,KOL
343,Ishita Shukla,KOL
344,Ishita Singh,KOL
345,Kiara Nair,KOL
346,Kiara Rao,KOL
347,Krishna Chopra,KOL
348,Krishna Gupta,KOL
349,Krishna Pandey,KOL
350,Mira Kapoor,KOL
351,Navya Singh,KOL
352,Riya Kapoor,KOL
353,Riya Malhotra,KOL
354,Riya Pandey,KOL
355,Rudra Chopra,KOL
356,Rudra Kapoor,KOL
357,Saanvi Gupta,KOL
358,Saanvi Pandey,KOL
359,Shaurya Rao,KOL
360,Shaurya Reddy,KOL
361,Shaurya Sharma,KOL
362,Vivaan Mehta,KOL
363,Vivaan Reddy,KOL
364,Vivaan Sharma,KOL
365,Kiara Verma,KOL
366,Krishna Patel,KOL
367,Mira Sharma,KOL
368,Dhruv Joshi,KOL
369,Aditi Rao,KOL
370,Ishita Joshi,STV
371,Krishna Rao,STV
372,Krishna Reddy,STV
373,Krishna Singh,STV
374,Navya Chopra,STV
375,Navya Joshi,STV
376,Navya Kumar,STV
377,Navya Reddy,STV
378,Navya Shukla,STV
379,Rudra Gupta,STV
380,Rudra Pandey,STV
381,Rudra Shukla,STV
382,Saanvi Kapoor,STV
383,Saanvi Mishra,STV
384,Saanvi Shukla,STV
385,Shaurya Mehta,STV
386,Vihaan Kumar,STV
387,Vihaan Mishra,STV
388,Vihaan Pandey,STV
389,Vivaan Agarwal,STV
390,Vivaan Nair,STV
391,Krishna Shukla,STV
392,Mira Malhotra,STV
393,Mira Patel,STV
394,Mira Rao,STV
395,Mira Sinha,STV
396,Trisha Sharma,STV
397,Ishita Chopra,LKO
398,Navya Desai,LKO
399,Navya Patel,LKO
400,Rudra Sinha,LKO
401,Saanvi Agarwal,LKO
402,Shaurya Agarwal,LKO
403,Shaurya Kumar,LKO
404,Shaurya Verma,LKO
405,Vihaan Chopra,LKO
406,Vihaan Malhotra,LKO
407,Vihaan Sharma,LKO
408,Vivaan Kumar,LKO
409,Krishna Singh,LKO
410,Krishna Sinha,LKO
411,Navya Desai,LKO
412,Kiara Malhotra,LKO
413,Krishna Raghavan,LKO
414,Raghav Rao,LKO
415,Samir Nair,LKO
416,Varun Gupta,LKO
417,Anika Joshi,LKO
418,Ishita Desai,KNU
419,Ishita Patel,KNU
420,Ishita Rao,KNU
421,Ishita Sinha,KNU
422,Ishita Verma,KNU
423,Kiara Chopra,KNU
424,Kiara Singh,KNU
425,Kiara Sinha,KNU
426,Mira Desai,KNU
427,Mira Pandey,KNU
428,Mira Rao,KNU
429,Navya Gupta,KNU
430,Riya Patel,KNU
431,Rudra Desai,KNU
432,Rudra Mishra,KNU
433,Rudra Patel,KNU
434,Saanvi Malhotra,KNU
435,Shaurya Desai,KNU
436,Shaurya Shukla,KNU
437,Vihaan Rao,KNU
438,Vihaan Sinha,KNU
439,Krishna Rao,KNU
440,Krishna Verma,KNU
441,Mira Singh,KNU
442,Mira Verma,KNU
443,Navya Joshi,KNU
444,Navya Mishra,KNU
445,Navya Nair,KNU
446,Ananya Singh,KNU
447,Diya Verma,KNU
448,Lakshmi Desai,KNU
449,Riya Kapoor,KNU
450,Shreya Bhatia,KNU
451,Devansh Mehta,KNU
452,Gaurav N,KNU
453,Kiara Joshi,NAG
454,Kiara Mehta,NAG
455,Krishna Joshi,NAG
456,Krishna Mehta,NAG
457,Krishna Nair,NAG
458,Krishna Verma,NAG
459,Mira Singh,NAG
460,Mira Sinha,NAG
461,Navya Kapoor,NAG
462,Riya Mehta,NAG
463,Riya Mishra,NAG
464,Saanvi Sinha,NAG
465,Shaurya Nair,NAG
466,Vihaan Gupta,NAG
467,Vihaan Joshi,NAG
468,Vihaan Singh,NAG
469,Vivaan Joshi,NAG
470,Krishna Nair,NAG
471,Mira Shukla,NAG
472,Navya Malhotra,NAG
473,Navya Mehta,NAG
474,Aryan Reddy,NAG
475,Saanvi Malik,NAG
476,Amaya Singh,NAG
477,Ishita Mehta,IDR
478,Kiara Kumar,IDR
479,Krishna Kumar,IDR
480,Krishna Shukla,IDR
481,Mira Malhotra,IDR
482,Navya Nair,IDR
483,Navya Sharma,IDR
484,Riya Chopra,IDR
485,Saanvi Mehta,IDR
486,Saanvi Singh,IDR
487,Shaurya Sinha,IDR
488,Vihaan Desai,IDR
489,Vivaan Malhotra,IDR
490,Vivaan Mishra,IDR
491,Krishna Gupta,IDR
492,Krishna Pandey,IDR
493,Krishna Sharma,IDR
494,Mira Mishra,IDR
495,Aarav Sharma,IDR
496,Priya Chaudhary,IDR
497,Anushka Verma,IDR
